start,end,duration_s
2026-04-23 15:03:11,2026-04-23 15:03:28,17.0
2026-04-23 15:03:28,2026-04-23 15:03:49,21.0
2026-04-23 15:03:49,2026-04-23 15:04:03,14.0
2026-04-23 15:04:03,2026-04-23 15:04:18,15.0
2026-04-23 15:04:18,2026-04-23 15:04:32,14.0
2026-04-23 15:04:32,2026-04-23 15:04:49,17.0
2026-04-23 15:04:49,2026-04-23 15:05:04,15.0
2026-04-23 15:05:04,2026-04-23 15:05:18,14.0
2026-04-23 15:05:18,2026-04-23 15:05:21,3.0
2026-04-23 15:05:21,2026-04-23 15:05:33,12.0
2026-04-23 15:05:33,2026-04-23 15:05:44,11.0
2026-04-23 15:05:44,2026-04-23 15:05:56,12.0
2026-04-23 15:05:56,2026-04-23 15:05:59,3.0
2026-04-23 15:05:59,2026-04-23 15:06:10,11.0
2026-04-23 15:06:10,2026-04-23 15:06:22,12.0
2026-04-23 15:06:22,2026-04-23 15:06:33,11.0
2026-04-23 15:06:33,2026-04-23 15:06:36,3.0
2026-04-23 15:06:36,2026-04-23 15:06:48,12.0
2026-04-23 15:06:48,2026-04-23 15:06:59,11.0
2026-04-23 15:06:59,2026-04-23 15:07:11,12.0
2026-04-23 15:07:11,2026-04-23 15:07:14,3.0
2026-04-23 15:07:14,2026-04-23 15:07:25,11.0
2026-04-23 15:07:25,2026-04-23 15:07:36,11.0
2026-04-23 15:07:36,2026-04-23 15:07:48,12.0
2026-04-23 15:07:48,2026-04-23 15:07:51,3.0
2026-04-23 15:07:51,2026-04-23 15:08:08,17.0
2026-04-23 15:08:08,2026-04-23 15:08:15,7.0
2026-04-23 15:08:15,2026-04-23 15:08:29,14.0
2026-04-23 15:08:29,2026-04-23 15:08:32,3.0
2026-04-23 15:08:32,2026-04-23 15:08:49,17.0
2026-04-23 15:08:49,2026-04-23 15:09:01,12.0
2026-04-23 15:09:01,2026-04-23 15:09:04,3.0
2026-04-23 15:09:04,2026-04-23 15:09:15,11.0
2026-04-23 15:09:15,2026-04-23 15:09:27,12.0
2026-04-23 15:09:27,2026-04-23 15:09:38,11.0
2026-04-23 15:09:38,2026-04-23 15:09:50,12.0
2026-04-23 15:09:50,2026-04-23 15:10:01,11.0
2026-04-23 15:10:01,2026-04-23 15:10:10,9.0
2026-04-23 15:10:10,2026-04-23 15:10:13,3.0
2026-04-23 15:10:13,2026-04-23 15:10:25,12.0
2026-04-23 15:10:25,2026-04-23 15:10:36,11.0
2026-04-23 15:10:36,2026-04-23 15:10:48,12.0
2026-04-23 15:10:48,2026-04-23 15:11:02,14.0
2026-04-23 15:11:02,2026-04-23 15:11:19,17.0
2026-04-23 15:11:19,2026-04-23 15:11:31,12.0
2026-04-23 15:11:31,2026-04-23 15:11:42,11.0
2026-04-23 15:11:42,2026-04-23 15:11:54,12.0
2026-04-23 15:11:54,2026-04-23 15:12:05,11.0
2026-04-23 15:12:05,2026-04-23 15:12:17,12.0
2026-04-23 15:12:17,2026-04-23 15:12:28,11.0
2026-04-23 15:12:28,2026-04-23 15:12:43,15.0
2026-04-23 15:12:43,2026-04-23 15:12:54,11.0
2026-04-23 15:12:54,2026-04-23 15:13:06,12.0
2026-04-23 15:13:06,2026-04-23 15:13:17,11.0
2026-04-23 15:13:17,2026-04-23 15:13:28,11.0
2026-04-23 15:13:28,2026-04-23 15:13:40,12.0
2026-04-23 15:13:40,2026-04-23 15:13:51,11.0
2026-04-23 15:13:51,2026-04-23 15:14:08,17.0
2026-04-23 15:14:08,2026-04-23 15:14:20,12.0
2026-04-23 15:14:20,2026-04-23 15:14:34,14.0
2026-04-23 15:14:34,2026-04-23 15:14:46,12.0
2026-04-23 15:14:46,2026-04-23 15:14:57,11.0
2026-04-23 15:14:57,2026-04-23 15:15:08,11.0
2026-04-23 15:15:08,2026-04-23 15:15:11,3.0
2026-04-23 15:15:11,2026-04-23 15:15:26,15.0
2026-04-23 15:15:26,2026-04-23 15:15:37,11.0
2026-04-23 15:15:37,2026-04-23 15:15:48,11.0
2026-04-23 15:15:48,2026-04-23 15:16:00,12.0
2026-04-23 15:16:00,2026-04-23 15:16:11,11.0
2026-04-23 15:16:11,2026-04-23 15:16:23,12.0
2026-04-23 15:16:25,2026-04-23 15:16:37,12.0
2026-04-23 15:16:37,2026-04-23 15:16:40,3.0
2026-04-23 15:16:40,2026-04-23 15:16:51,11.0
2026-04-23 15:16:51,2026-04-23 15:17:03,12.0
2026-04-23 15:17:03,2026-04-23 15:17:14,11.0
2026-04-23 15:17:14,2026-04-23 15:17:26,12.0
2026-04-23 15:17:26,2026-04-23 15:17:40,14.0
2026-04-23 15:17:40,2026-04-23 15:17:51,11.0
2026-04-23 15:17:51,2026-04-23 15:18:51,60.0
2026-04-23 15:18:51,2026-04-23 15:19:03,12.0
2026-04-23 15:19:03,2026-04-23 15:19:14,11.0
2026-04-23 15:19:14,2026-04-23 15:19:25,11.0
2026-04-23 15:19:25,2026-04-23 15:19:37,12.0
2026-04-23 15:19:37,2026-04-23 15:19:51,14.0
2026-04-23 15:19:51,2026-04-23 15:20:03,12.0
2026-04-23 15:20:03,2026-04-23 15:20:17,14.0
2026-04-23 15:20:17,2026-04-23 15:20:28,11.0
2026-04-23 15:20:28,2026-04-23 15:20:40,12.0
2026-04-23 15:20:40,2026-04-23 15:20:51,11.0
2026-04-23 15:20:51,2026-04-23 15:21:02,11.0
2026-04-23 15:21:02,2026-04-23 15:21:05,3.0
2026-04-23 15:21:05,2026-04-23 15:21:17,12.0
2026-04-23 15:21:17,2026-04-23 15:21:28,11.0
2026-04-23 15:21:28,2026-04-23 15:21:31,3.0
2026-04-23 15:21:31,2026-04-23 15:21:34,3.0
2026-04-23 15:21:34,2026-04-23 15:21:46,12.0
2026-04-23 15:21:46,2026-04-23 15:21:57,11.0
2026-04-23 15:21:57,2026-04-23 15:22:58,61.0
2026-04-23 15:22:58,2026-04-23 15:23:10,12.0
2026-04-23 15:23:10,2026-04-23 15:23:21,11.0
2026-04-23 15:23:21,2026-04-23 15:23:35,14.0
2026-04-23 15:23:35,2026-04-23 15:23:47,12.0
2026-04-23 15:23:47,2026-04-23 15:23:58,11.0
2026-04-23 15:23:58,2026-04-23 15:24:09,11.0
2026-04-23 15:24:09,2026-04-23 15:24:12,3.0
2026-04-23 15:24:12,2026-04-23 15:24:24,12.0
2026-04-23 15:24:24,2026-04-23 15:24:35,11.0
2026-04-23 15:24:35,2026-04-23 15:24:47,12.0
2026-04-23 15:24:47,2026-04-23 15:24:50,3.0
2026-04-23 15:24:50,2026-04-23 15:25:01,11.0
2026-04-23 15:25:01,2026-04-23 15:25:13,12.0
2026-04-23 15:25:13,2026-04-23 15:25:27,14.0
2026-04-23 15:25:27,2026-04-23 15:25:38,11.0
2026-04-23 15:25:38,2026-04-23 15:25:50,12.0
2026-04-23 15:25:50,2026-04-23 15:26:01,11.0
2026-04-23 15:26:01,2026-04-23 15:26:15,14.0
2026-04-23 15:26:15,2026-04-23 15:26:27,12.0
2026-04-23 15:26:27,2026-04-23 15:26:38,11.0
2026-04-23 15:26:38,2026-04-23 15:26:41,3.0
2026-04-23 15:26:41,2026-04-23 15:26:52,11.0
2026-04-23 15:26:52,2026-04-23 15:27:04,12.0
2026-04-23 15:27:04,2026-04-23 15:27:15,11.0
2026-04-23 15:27:15,2026-04-23 15:27:27,12.0
2026-04-23 15:27:27,2026-04-23 15:27:30,3.0
2026-04-23 15:27:30,2026-04-23 15:27:41,11.0
2026-04-23 15:27:41,2026-04-23 17:47:25,8384.0
2026-04-23 17:47:25,2026-04-23 17:47:36,11.0
2026-04-23 17:47:36,2026-04-23 17:47:48,12.0
2026-04-23 17:47:48,2026-04-23 17:47:59,11.0
2026-04-23 17:47:59,2026-04-23 17:48:13,14.0
